"~id","~start_node_id","~end_node_id","~relationship_type","split","evidence","sentence_id","evidence_source","confidence","document","is_revised","relation_name","relation_id"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6942303223638131621","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Christmas pudding","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6944555023451816869","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Japan Evangelistic Band","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6962569421961298853","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['A private company limited by shares is a class of private limited company incorporated under the laws of England and Wales ','Scotland ','certain Commonwealth countries ','and the Republic of Ireland .','Private companies limited by shares are usually required to have the suffix ' Limited ' ( often written ' Ltd ' or ' Ltd. ' ) or ' Incorporated ' ( ' Inc. ' ) as part of their name ','though the latter can not be used in the UK or the Republic of Ireland .']","['0','9']","annotated",1,"Private company limited by shares","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2801","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Gribbin Head ( ) is a promontory on the south coast of Cornwall ','England ','UK ','owned and managed by the National Trust .']","['0']","annotated",1,"Gribben Head","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2908","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Sue Ryder (charity)","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2912","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Andes to Amazon is a nature documentary TV series co - produced by the BBC Natural History Unit in Bristol ','England and Animal Planet ','first transmitted in the UK on BBC2 in November 2000 .']","['0']","annotated",1,"Andes to Amazon","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:3009","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Neil Humphreys","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:3441","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Liberty Belle and the Black Diamond Express","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:3515","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Mikhail Epstein","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:3788","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","dev_revised","['The species is not often found in the outlying regions ; in the UK for example it has only been recorded from a few patches of old - growth forest in the English Midlands ( e.g.','Wyre Forest ) ','southern England ','and southern Wales ( e.g.']","['4','5']","annotated",1,"Oecophora bractella","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6922037025314967112","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:3656","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['The courts of quarter sessions or quarter sessions were local courts traditionally held at four set times each year in the Kingdom of England ( including Wales ) from 1388 until 1707 ','then in 18th - century Great Britain ','in the later United Kingdom ','and in other dominions of the British Empire .']","['0']","inferred_cooccurrence",1,"Quarter session","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6924288825128652360","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:3656","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Many of the British prisoners were put on a sloop and allowed to sail back to England .']","['4']","inferred_cooccurrence",1,"Hudson Bay expedition","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6928792424756030466","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:11266","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"SR West Country and Battle of Britain classes","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6935547824197086210","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:11266","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['James Morrison ','great - grandfather of the first Baron ','was a Hampshire innkeeper 's son who became the greatest textile wholesaler in England and a prominent merchant banker .','He left circa £ 4 million in 1857 ','the second largest non - landed fortune in Britain up to that time after Nathan Mayer Rothschild 's £ 5 million .']","['5','6']","annotated",1,"Baron Margadale","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6951310422892882946","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:11266","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"St Levan","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:3289","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:11266","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['The Great Depression in the United Kingdom ','also known as the Great Slump ','was a period of national economic downturn in the 1930s ','which had its origins in the global Great Depression .','It was Britain 's largest and most profound economic depression of the 20th century .','Particularly hardest hit by economic problems were the industrial and mining areas in the north of England ','Scotland ','Northern Ireland and Wales .']","['0','1','6']","annotated",1,"Great Depression in the United Kingdom","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:3428","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:11266","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Defeat at the Siege of Yorktown to a combined Franco - US force ultimately led to the loss of the Thirteen Colonies in eastern North America ','and the concluding Treaty of Paris deprived Britain of many of the gains achieved in the Seven Years ' War .','To offset this the British government quickly hired contingents of German mercenaries to serve as auxiliaries alongside the regular army units in campaigns from 1776 .','Limited army impressment was also introduced in England and Scotland to bolster recruitment in 1778 ','however the practice proved too unpopular and was proscribed again in 1780 .']","['1','5','6']","annotated",1,"British Army during the American Revolutionary War","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6928792424756034865","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:15665","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Great Depression in the United Kingdom","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6940051423824461105","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:15665","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Prior to its uniform adoption of proportional representation in 1999 ','the United Kingdom used first - past - the - post for the European elections in England ','Scotland and Wales .']","['3']","inferred_cooccurrence",1,"Greater Manchester East (European Parliament constituency)","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6924289924640279315","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:2835","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Malaysians in the United Kingdom","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:4037","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:3652","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['The courts of quarter sessions or quarter sessions were local courts traditionally held at four set times each year in the Kingdom of England ( including Wales ) from 1388 until 1707 ','then in 18th - century Great Britain ','in the later United Kingdom ','and in other dominions of the British Empire .','They were abolished in England and Wales in 1972 ','when the Courts Act 1971 replaced them and the assizes with a single permanent Crown Court .','The quarter sessions were named after the quarter days on which they met in England and Wales from 1388 .']","['0','2','4']","inferred_cooccurrence",1,"Quarter session","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6917534525199224455","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:3719","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","dev_revised","[]","[]","unresolved_multihop",1,"The Yorkshire Post","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6917534525199229039","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:8303","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['The historic county of Middlesex in south east England was represented in Parliament from the 13th century .']","['0']","inferred_cooccurrence",1,"Parliamentary representation from Middlesex","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6926541724453970036","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:8308","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['The historic county of Middlesex in south east England was represented in Parliament from the 13th century .','Greater London absorbed the administrative county of London and surrounding territory ','including almost all of the administrative county of Middlesex .']","['0','7']","annotated",1,"Parliamentary representation from Middlesex","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6931045324081340532","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:8308","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Malaysians in the United Kingdom","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6935548923708711028","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:8308","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Hook is a suburban area in south west London ','England .','The urban district became a municipal borough in 1936 and in 1965 its former area was transferred to Greater London .','The former area of the Hook parish ','together with that of the Chessington parish ','form a protrusion of Greater London with the Surrey districts of Elmbridge to the west ','Mole Valley to the south and Epsom and Ewell to the east .']","['0','4','5']","annotated",1,"Hook, London","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6924289924640284793","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:8313","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Parliamentary representation from Middlesex","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6926541724453970041","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:8313","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Hook is a suburban area in south west London ','England .','Hook was a civil parish which formed part of the Surbiton Urban District of Surrey from 1895 .','The former area of the Hook parish ','together with that of the Chessington parish ','form a protrusion of Greater London with the Surrey districts of Elmbridge to the west ','Mole Valley to the south and Epsom and Ewell to the east .']","['0','3','5']","annotated",1,"Hook, London","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6917534525199231346","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:10610","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Michael H. Robinson ( 1929 ','Preston ','Lancashire ','England — March 22 ','2008 ','Alexandria ','Virginia ) was a British zoologist who directed the National Zoo in Washington D.C. ','for 16 years ','from 1984 to 2000 .']","['0']","inferred_cooccurrence",1,"Michael H. Robinson","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919786325012917748","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:11764","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","dev_revised","[]","[]","unresolved_multihop",1,"The Yorkshire Post","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6924289924640290803","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:14323","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Gribbin Head ( ) is a promontory on the south coast of Cornwall ','England ','UK ','owned and managed by the National Trust .']","['0']","inferred_cooccurrence",1,"Gribben Head","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6926541724453976051","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:14323","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Mullion ( ) is a civil parish and village on the Lizard Peninsula in south Cornwall ','England ','United Kingdom .']","['0']","annotated",1,"Mullion, Cornwall","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6928793524267661299","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:14323","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Maker - with - Rame ( ) is a civil parish in Cornwall ','England ','United Kingdom .']","['0']","annotated",1,"Maker-with-Rame","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6933297123895031795","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:14323","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Moorswater is an industrial suburb of Liskeard in Cornwall ','England ','United Kingdom .']","['0']","annotated",1,"Moorswater","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6935548923708717043","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:14323","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['St Levan ( ) is a civil parish in Cornwall ','England ','United Kingdom .']","['0']","inferred_cooccurrence",1,"St Levan","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6917534525199235075","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:14339","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['St Levan lies within the Cornwall Area of Outstanding Natural Beauty ( AONB ) and the South West Coast Path ','which follows the coast of south - west England from Somerset to Dorset passes by on the cliffs .']","['3']","inferred_cooccurrence",1,"St Levan","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6931045324081346565","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:14341","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['St Levan lies within the Cornwall Area of Outstanding Natural Beauty ( AONB ) and the South West Coast Path ','which follows the coast of south - west England from Somerset to Dorset passes by on the cliffs .']","['3']","inferred_cooccurrence",1,"St Levan","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6935548923708717061","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:14341","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Puddletown is a village and associated civil parish in the West Dorset district of Dorset ','England .']","['0']","annotated",1,"Puddletown","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919786325012924737","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:18753","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Born in Seaham ','County Durham ','England in 1897 ','her family emigrated to Ontario ','Canada in 1905 .']","['1']","annotated",1,"Elizabeth Sterling Haynes","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6917534525199250886","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:30150","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Petersfield is a market town and civil parish in the East Hampshire district of Hampshire ','England .']","['0']","inferred_cooccurrence",1,"Petersfield","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6917534525199253118","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:32382","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Greater Manchester East (European Parliament constituency)","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6928793524267679359","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:32383","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Greater Manchester East (European Parliament constituency)","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919786325012939468","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:33484","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Puddletown is a village and associated civil parish in the West Dorset district of Dorset ','England .']","['0']","annotated",1,"Puddletown","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6917534525199258867","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:38131","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","dev_revised","[]","[]","unresolved_multihop",1,"Oecophora bractella","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157439397885378838","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:38","CONTINENT","train_revised","[]","[]","unresolved_multihop",1,"Bolt Thrower","true","continent","P30"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1159691197699064086","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:38","CONTINENT","train_revised","[]","[]","unresolved_multihop",1,"Combat box","true","continent","P30"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1161942997512749334","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:38","CONTINENT","train_revised","['It led to migration between parishes and emigration to England ','Europe ','the Americas and particularly Ireland .']","['7']","annotated",1,"Seven ill years","true","continent","P30"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1164194797326434582","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:38","CONTINENT","train_revised","['She tours Europe with classical / jazz / contemporary crossover recitals and regularly performs in London ','England with her trio .']","['5']","inferred_cooccurrence",1,"Evelina De Lain","true","continent","P30"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1166446597140119830","4:94d2b4d1-0616-4f97-90b3-3538986833d7:278","4:94d2b4d1-0616-4f97-90b3-3538986833d7:38","CONTINENT","dev_revised","['It is native to Europe ','where it inhabits woodland .','The species is not often found in the outlying regions ; in the UK for example it has only been recorded from a few patches of old - growth forest in the English Midlands ( e.g.','Wyre Forest ) ','southern England ','and southern Wales ( e.g.']","['3','4','5']","annotated",1,"Oecophora bractella","true","continent","P30"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1159686799652552983","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:380","ETHNIC_GROUP","train_revised","['Rudolf Koechlin ( 11 November 1862 – 11 February 1939 ) was an Austrian mineralogist .','His scientific research largely dealt with minerals found in the Tauern region in Austria ','e.g.']","['0','6']","annotated",1,"Rudolf Koechlin","true","ethnic group","P172"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157434999838867735","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:620","ETHNIC_GROUP","train_revised","['The Occupation of the Hainburger Au wetlands in December 1984 marked a turning point for awareness in German speaking central Europe and was of great significance for the development of democratic processes in Austria .']","['0']","inferred_cooccurrence",1,"Occupation of the Hainburger Au","true","ethnic group","P172"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157442696420262167","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:29495","LOCATED_IN_OR_NEXT_TO_BODY_OF_WATER","train_revised","['The Occupation of the Hainburger Au wetlands in December 1984 marked a turning point for awareness in German speaking central Europe and was of great significance for the development of democratic processes in Austria .','The Hainburger Au is a large naturally occurring flood plain bordering the River Danube at ','and upstream of ','Hainburg in Lower Austria .']","['0','1']","annotated",1,"Occupation of the Hainburger Au","true","located in or next to body of water","P206"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157448193978401047","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:410","MEMBER_OF","train_revised","['Minister for Foreign Affairs Sebastian Kurz is at the age of 27 the youngest person ever in Austria 's history to become Federal Minister ; he is also the youngest Minister for Foreign Affairs in the European Union .']","['6']","annotated",1,"Second Faymann government","true","member of","P463"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1161951793605771543","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:410","MEMBER_OF","train_revised","['Young entrepreneurs from Austria ','France ','Germany ','Greece ','Italy ','Portugal as well as from Japan and met in Capri ','Italy ','during the National Convention of Confindustria Giovani Imprenditori to sign the “ International Young Entrepreneurs Charter ” ','the so - called “ Capri Charter ” which established the fundamental principles for the future cooperation .','Yes for Europe represents the European Union to a number of international young entrepreneurs organizations including the G20 Young Entrepreneurs Alliance and the Allied for Startups advocacy group .']","['3','4']","annotated",1,"European Confederation of Young Entrepreneurs","true","member of","P463"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1164203593419456791","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:410","MEMBER_OF","train_revised","['The project is funded by Austria and Italy ','and a contribution by the European Union .']","['8']","inferred_cooccurrence",1,"Brenner Base Tunnel","true","member of","P463"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1159699993792086295","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:777","MEMBER_OF","train_revised","['The Jewish community of Rhodes appealed for help from the Jewish community in Constantinople ','who forwarded the appeal to European governments .','In the United Kingdom and Austria ','Jewish communities gained support from their governments .']","['5','6']","annotated",1,"Rhodes blood libel","true","member of","P463"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152957788490563863","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:835","CAPITAL","train_revised","[]","[]","unresolved_multihop",1,"Rudolf Koechlin","true","capital","P36"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6926578008337678956","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:620","OFFICIAL_LANGUAGE","train_revised","['The Occupation of the Hainburger Au wetlands in December 1984 marked a turning point for awareness in German speaking central Europe and was of great significance for the development of democratic processes in Austria .']","['0']","annotated",1,"Occupation of the Hainburger Au","true","official language","P37"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152994072374280471","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:473","PARTICIPANT_OF","train_revised","[]","[]","unresolved_multihop",1,"Palais Lanckoroński","true","participant of","P1344"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1155245872187965719","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:43148","PARTICIPANT_OF","dev_revised","[]","[]","unresolved_multihop",1,"War of the Quadruple Alliance","true","participant of","P1344"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157510866141184279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","4:94d2b4d1-0616-4f97-90b3-3538986833d7:5286","HEAD_OF_STATE","train_revised","['He painted portraits of Franz Joseph I of Austria and his wife Elizabeth ','Franz Grillparzer ','Friedrich Halm ','Nikolaus Lenau ','and Maximilian I of Mexico .']","['1']","inferred_cooccurrence",1,"Joseph Matthäus Aigner","true","head of state","P35"
