"~id","~labels","aliases","name","id","type"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6897","PER;ZEntity","['Hood']","Hood","Hood::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6898","MISC;ZEntity","['March to the Sea']","March to the Sea","March to the Sea::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6899","ORG;ZEntity","['Union forces']","Union forces","Union forces::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6900","PER;ZEntity","['George H. Thomas']","George H. Thomas","George H. Thomas::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6901","ORG;ZEntity","['Union force']","Union force","Union force::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6902","PER;ZEntity","['John Schofield','Schofield']","Schofield","Schofield::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6903","PER;ZEntity","['Thomas']","Thomas","Thomas::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6904","MISC;ZEntity","['Battle of Spring Hill']","Battle of Spring Hill","Battle of Spring Hill::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6906","MISC;ZEntity","['Battle of Franklin']","Battle of Franklin","Battle of Franklin::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6908","MISC;ZEntity","['Battle of Nashville']","Battle of Nashville","Battle of Nashville::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6910","ORG;ZEntity","['Army of Tennessee']","Army of Tennessee","Army of Tennessee::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6913","LOC;ZEntity","['Connecticut']","Connecticut","Connecticut::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6954","LOC;ZEntity","['European France','Mainland France','Metropolitan France','la Métropole','metropolitan France']","Metropolitan France","Metropolitan France::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6955","LOC;ZEntity","['Corsica']","Corsica","Corsica::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6957","LOC;ZEntity","['DROM']","DROM","DROM::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6958","LOC;ZEntity","['TOM']","TOM","TOM::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6960","LOC;ZEntity","['New Caledonia']","New Caledonia","New Caledonia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6966","LOC;ZEntity","['Guadeloupe']","Guadeloupe","Guadeloupe::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6967","LOC;ZEntity","['Réunion']","Réunion","Réunion::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6969","LOC;ZEntity","['Mayotte']","Mayotte","Mayotte::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6974","LOC;ZEntity","['Atlantic County']","Atlantic County","Atlantic County::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:6993","LOC;ZEntity","['Redmond']","Redmond","Redmond::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7005","LOC;ZEntity","['West Bengal']","West Bengal","West Bengal::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7006","LOC;ZEntity","['Assam']","Assam","Assam::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7034","PER;ZEntity","['Béla II']","Béla II","Béla II::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7035","PER;ZEntity","['Géza II']","Géza II","Géza II::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7036","LOC;ZEntity","['Holy Roman Empire']","Holy Roman Empire","Holy Roman Empire::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7053","LOC;ZEntity","['Serbia']","Serbia","Serbia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7085","LOC;ZEntity","['Russian Federation']","Russian Federation","Russian Federation::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7094","LOC;ZEntity","['Mauritius']","Mauritius","Mauritius::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7100","LOC;ZEntity","['Danish','Denmark']","Danish","Danish::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7217","LOC;ZEntity","['Chillagoe']","Chillagoe","Chillagoe::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7218","LOC;ZEntity","['Mungana']","Mungana","Mungana::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7221","ORG;ZEntity","['Legislative Assembly of Queensland']","Legislative Assembly of Queensland","Legislative Assembly of Queensland::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7222","ORG;ZEntity","['Queensland Government']","Queensland Government","Queensland Government::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7227","ORG;ZEntity","['Queensland Parliament']","Queensland Parliament","Queensland Parliament::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7236","PER;ZEntity","['George Washington']","George Washington","George Washington::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7289","PER;ZEntity","['Henry II']","Henry II","Henry II::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7303","PER;ZEntity","['Henry III']","Henry III","Henry III::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7305","PER;ZEntity","['Henry','Henry IV']","Henry IV","Henry IV::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7341","PER;ZEntity","['François Mitterrand']","François Mitterrand","François Mitterrand::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7345","PER;ZEntity","['Valéry Giscard d'Estaing']","Valéry Giscard d'Estaing","Valéry Giscard d'Estaing::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7387","ORG;ZEntity","['Quebec City Council']","Quebec City Council","Quebec City Council::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7388","LOC;ZEntity","['Quebec','Quebec City','Québec-Ouest']","Quebec City","Quebec City::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7424","ORG;ZEntity","['Italian Parliament']","Italian Parliament","Italian Parliament::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7440","MISC;ZEntity","['Iraq War']","Iraq War","Iraq War::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7482","LOC;ZEntity","['Morea']","Morea","Morea::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7483","LOC;ZEntity","['Peloponnese']","Peloponnese","Peloponnese::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7534","LOC;ZEntity","['Jersey Shore']","Jersey Shore","Jersey Shore::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7535","PER;ZEntity","['Chester A. Arthur']","Chester A. Arthur","Chester A. Arthur::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7536","PER;ZEntity","['James Garfield']","James Garfield","James Garfield::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7537","PER;ZEntity","['Grant','Ulysses S. Grant']","Ulysses S. Grant","Ulysses S. Grant::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7538","PER;ZEntity","['Benjamin Harrison']","Benjamin Harrison","Benjamin Harrison::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7539","PER;ZEntity","['Rutherford Hayes']","Rutherford Hayes","Rutherford Hayes::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7540","PER;ZEntity","['McKinley','William McKinley']","William McKinley","William McKinley::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7544","LOC;ZEntity","['Monmouth County']","Monmouth County","Monmouth County::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7588","LOC;ZEntity","['Asia - Pacific']","Asia - Pacific","Asia - Pacific::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7589","LOC;ZEntity","['Asia-Pacific']","Asia-Pacific","Asia-Pacific::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7590","PER;ZEntity","['Tony Abbott']","Tony Abbott","Tony Abbott::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7596","LOC;ZEntity","['Delhi','New Delhi']","Delhi","Delhi::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7623","LOC;ZEntity","['Rochester']","Rochester","Rochester::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7707","LOC;ZEntity","['Bahamas']","Bahamas","Bahamas::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7709","LOC;ZEntity","['Dominican Republic']","Dominican Republic","Dominican Republic::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7715","ORG;ZEntity","['US Congress']","US Congress","US Congress::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7721","LOC;ZEntity","['West German']","West German","West German::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7731","LOC;ZEntity","['West Germany']","West Germany","West Germany::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7814","ORG;ZEntity","['Democratic National Committee']","Democratic National Committee","Democratic National Committee::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7815","PER;ZEntity","['John F. Kennedy','Kennedy']","John F. Kennedy","John F. Kennedy::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7821","LOC;ZEntity","['Greater Wannsee']","Greater Wannsee","Greater Wannsee::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7826","LOC;ZEntity","['Bay of Kiel']","Bay of Kiel","Bay of Kiel::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7895","LOC;ZEntity","['Tunisia']","Tunisia","Tunisia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7908","ORG;ZEntity","['World Bank']","World Bank","World Bank::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7909","ORG;ZEntity","['International Monetary Fund']","International Monetary Fund","International Monetary Fund::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7956","ORG;ZEntity","['Eleventh Congress']","Eleventh Congress","Eleventh Congress::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7963","PER;ZEntity","['Barack Obama','Obama']","Obama","Obama::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7985","LOC;ZEntity","['Bicol Region']","Bicol Region","Bicol Region::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:7986","LOC;ZEntity","['Luzon']","Luzon","Luzon::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8054","LOC;ZEntity","['Bulgaria','Bulgarian','Bulgarians','Burgas Province']","Bulgaria","Bulgaria::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8078","ORG;ZEntity","['Assembly']","Assembly","Assembly::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8086","LOC;ZEntity","['Harajuku']","Harajuku","Harajuku::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8113","LOC;ZEntity","['City of Brisbane']","City of Brisbane","City of Brisbane::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8117","LOC;ZEntity","['Logan City']","Logan City","Logan City::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8166","LOC;ZEntity","['Otago']","Otago","Otago::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8254","ORG;ZEntity","['African American']","African American","African American::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8270","LOC;ZEntity","['Commonwealth of Puerto Rico','Puerto Rican','Puerto Rico']","Puerto Rico","Puerto Rico::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8271","LOC;ZEntity","['Puerto Rican']","Puerto Rican","Puerto Rican::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8277","ORG;ZEntity","['French Parliament']","French Parliament","French Parliament::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8288","LOC;ZEntity","['Kingdom of Madagascar','Madagascar']","Madagascar","Madagascar::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8303","LOC;ZEntity","['Middlesex']","Middlesex","Middlesex::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8308","LOC;ZEntity","['Greater London']","Greater London","Greater London::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8313","LOC;ZEntity","['Surrey']","Surrey","Surrey::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8338","PER;ZEntity","['Nixon','Richard Nixon']","Richard Nixon","Richard Nixon::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8378","LOC;ZEntity","['Habsburg']","Habsburg","Habsburg::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8381","PER;ZEntity","['Francis I']","Francis I","Francis I::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8385","LOC;ZEntity","['Lorraine']","Lorraine","Lorraine::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8403","LOC;ZEntity","['Asia','Asian']","Asian","Asian::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8413","PER;ZEntity","['George H. W. Bush']","George H. W. Bush","George H. W. Bush::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8414","PER;ZEntity","['Bush','George W. Bush']","George W. Bush","George W. Bush::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8437","LOC;ZEntity","['Maharashtra']","Maharashtra","Maharashtra::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8438","LOC;ZEntity","['Telangana']","Telangana","Telangana::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8571","LOC;ZEntity","['Jervis Bay Territory']","Jervis Bay Territory","Jervis Bay Territory::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8584","LOC;ZEntity","['Jervis Bay']","Jervis Bay","Jervis Bay::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8607","MISC;ZEntity","['Boer war','Second Boer War']","Second Boer War","Second Boer War::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8616","ORG;ZEntity","['British Army']","British Army","British Army::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8679","PER;ZEntity","['Adolf Hitler','Hitler']","Hitler","Hitler::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8729","ORG;ZEntity","['Aboriginal']","Aboriginal","Aboriginal::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8763","ORG;ZEntity","['Dominican']","Dominican","Dominican::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8821","ORG;ZEntity","['Catholic','Catholic Church','Catholicism']","Catholic","Catholic::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8828","ORG;ZEntity","['Canadian Armed Forces','Canadian Army']","Canadian Army","Canadian Army::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8908","TIME;ZEntity","['April 1940']","April 1940","April 1940::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8909","ORG;ZEntity","['SWP','Socialist Workers Party']","Socialist Workers Party","Socialist Workers Party::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8925","MISC;ZEntity","['World War Two']","World War Two","World War Two::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8953","ORG;ZEntity","['Congress','United States Congress']","United States Congress","United States Congress::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8967","LOC;ZEntity","['Niagara Region']","Niagara Region","Niagara Region::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8970","LOC;ZEntity","['Lake Ontario']","Lake Ontario","Lake Ontario::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8974","LOC;ZEntity","['Buffalo']","Buffalo","Buffalo::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8986","LOC;ZEntity","['KS','Kansas']","Kansas","Kansas::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8998","LOC;ZEntity","['Cannonsville Dam','Cannonsville Reservoir']","Cannonsville Dam","Cannonsville Dam::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:8999","LOC;ZEntity","['Delaware County']","Delaware County","Delaware County::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9000","LOC;ZEntity","['West Branch']","West Branch","West Branch::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9001","LOC;ZEntity","['Delaware River']","Delaware River","Delaware River::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9002","LOC;ZEntity","['Delaware Watershed']","Delaware Watershed","Delaware Watershed::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9004","LOC;ZEntity","['Tompkins']","Tompkins","Tompkins::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9010","LOC;ZEntity","['Delaware Aqueduct']","Delaware Aqueduct","Delaware Aqueduct::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9013","LOC;ZEntity","['Westchester']","Westchester","Westchester::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9016","LOC;ZEntity","['The Bronx']","The Bronx","The Bronx::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9017","LOC;ZEntity","['Bronx']","Bronx","Bronx::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9018","LOC;ZEntity","['Staten Island']","Staten Island","Staten Island::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9083","LOC;ZEntity","['Saguenay – Lac - Saint - Jean']","Saguenay – Lac - Saint - Jean","Saguenay – Lac - Saint - Jean::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9129","PER;ZEntity","['Ion Antonescu']","Ion Antonescu","Ion Antonescu::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9138","LOC;ZEntity","['Adriatic Sea']","Adriatic Sea","Adriatic Sea::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9150","ORG;ZEntity","['BBC Two']","BBC Two","BBC Two::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9151","ORG;ZEntity","['BBC Books']","BBC Books","BBC Books::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9159","ORG;ZEntity","['BBC Four']","BBC Four","BBC Four::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9174","LOC;ZEntity","['Reggio Emilia']","Reggio Emilia","Reggio Emilia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9179","MISC;ZEntity","['VA','Vietnam Era','Vietnam War']","Vietnam Era","Vietnam Era::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9195","MISC;ZEntity","['The Gulf of Tonkin battle']","The Gulf of Tonkin battle","The Gulf of Tonkin battle::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9196","PER;ZEntity","['Gerald R. Ford']","Gerald R. Ford","Gerald R. Ford::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9249","PER;ZEntity","['Indira Gandhi']","Indira Gandhi","Indira Gandhi::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9250","MISC;ZEntity","['Kesavananda Bharati v. State of Kerala']","Kesavananda Bharati v. State of Kerala","Kesavananda Bharati v. State of Kerala::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9252","PER;ZEntity","['Zail Singh']","Zail Singh","Zail Singh::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9272","LOC;ZEntity","['County of Essex']","County of Essex","County of Essex::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9290","LOC;ZEntity","['Hudson Square']","Hudson Square","Hudson Square::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9298","MISC;ZEntity","['UK Census']","UK Census","UK Census::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9319","LOC;ZEntity","['Dalarna']","Dalarna","Dalarna::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9357","ORG;ZEntity","['Riksdag']","Riksdag","Riksdag::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9372","LOC;ZEntity","['Estonia']","Estonia","Estonia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9383","PER;ZEntity","['Park Geun','Park Geun-hye']","Park Geun","Park Geun::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9390","PER;ZEntity","['Lee Myung-bak']","Lee Myung-bak","Lee Myung-bak::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9441","LOC;ZEntity","['Troy']","Troy","Troy::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9453","LOC;ZEntity","['Nebraska']","Nebraska","Nebraska::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9493","MISC;ZEntity","['Swedish']","Swedish","Swedish::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9498","LOC;ZEntity","['Scandinavian']","Scandinavian","Scandinavian::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9504","PER;ZEntity","['Abraham','Edgar Gaston Furtado Abraham']","Abraham","Abraham::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9545","LOC;ZEntity","['Western Canada']","Western Canada","Western Canada::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9581","PER;ZEntity","['Taft','William Howard Taft']","Taft","Taft::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9582","LOC;ZEntity","['Latin America','Latin American','Latin Americans']","Latin America","Latin America::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9583","LOC;ZEntity","['East Asia']","East Asia","East Asia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9586","PER;ZEntity","['Theodore Roosevelt']","Theodore Roosevelt","Theodore Roosevelt::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9603","MISC;ZEntity","['American Civil War','Civil War']","Civil War","Civil War::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9672","LOC;ZEntity","['Brisbane']","Brisbane","Brisbane::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9753","LOC;ZEntity","['Oregon','University of Oregon']","Oregon","Oregon::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9843","ORG;ZEntity","['Western Australian Legislative Assembly']","Western Australian Legislative Assembly","Western Australian Legislative Assembly::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9845","LOC;ZEntity","['Albany']","Albany","Albany::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9850","PER;ZEntity","['George IV']","George IV","George IV::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9851","LOC;ZEntity","['United Kingdom of Great Britain and Ireland']","United Kingdom of Great Britain and Ireland","United Kingdom of Great Britain and Ireland::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9854","MISC;ZEntity","['Napoleonic Wars']","Napoleonic Wars","Napoleonic Wars::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:9958","ORG;ZEntity","['Legislatures']","Legislatures","Legislatures::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10001","LOC;ZEntity","['U.K.','UK']","U.K.","U.K.::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10009","LOC;ZEntity","['Sogn og Fjordane']","Sogn og Fjordane","Sogn og Fjordane::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10043","LOC;ZEntity","['City of Latrobe']","City of Latrobe","City of Latrobe::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10045","PER;ZEntity","['Alexander Alexandrovich Novikov','Novikov']","Novikov","Novikov::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10047","ORG;ZEntity","['Red Air Force','Soviet Air Force']","Soviet Air Force","Soviet Air Force::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10051","PER;ZEntity","['Zhukov']","Zhukov","Zhukov::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10058","PER;ZEntity","['John Tyler']","John Tyler","John Tyler::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10083","LOC;ZEntity","['Korean']","Korean","Korean::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10102","MISC;ZEntity","['BBC Weather']","BBC Weather","BBC Weather::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10103","ORG;ZEntity","['BBC News']","BBC News","BBC News::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10104","ORG;ZEntity","['BBC World News']","BBC World News","BBC World News::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10105","ORG;ZEntity","['BBC Red Button']","BBC Red Button","BBC Red Button::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10106","ORG;ZEntity","['BBC Radio']","BBC Radio","BBC Radio::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10117","ORG;ZEntity","['BBC One']","BBC One","BBC One::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10172","LOC;ZEntity","['Yukon']","Yukon","Yukon::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10173","ORG;ZEntity","['First Nations','Mowchaht / Muchalaht First Nations']","First Nations","First Nations::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10179","LOC;ZEntity","['Northwest Territories']","Northwest Territories","Northwest Territories::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:10181","LOC;ZEntity","['Oregon County']","Oregon County","Oregon County::LOC","LOC"
