id,name,type,aliases
Glass Spider Tour::MISC,Glass Spider Tour,MISC,"[""Glass Spider Tour""]"
Billboard Mainstream Rock Tracks chart::MISC,Billboard Mainstream Rock Tracks chart,MISC,"[""Billboard Mainstream Rock Tracks chart""]"
Sulafjorden::LOC,Sulafjorden,LOC,"[""Sulafjorden""]"
Sula Municipality::LOC,Sula Municipality,LOC,"[""Sula Municipality""]"
Møre og Romsdal::LOC,Møre og Romsdal,LOC,"[""Møre og Romsdal""]"
Hareid Municipality::LOC,Hareid Municipality,LOC,"[""Hareid"", ""Hareid Municipality""]"
Storfjorden::LOC,Storfjorden,LOC,"[""Storfjorden""]"
Breidsundet::LOC,Breidsundet,LOC,"[""Breidsundet""]"
Sula::LOC,Sula,LOC,"[""Sula""]"
Hareidlandet::LOC,Hareidlandet,LOC,"[""Hareidlandet""]"
Brandal::LOC,Brandal,LOC,"[""Brandal""]"
Hjørungavåg::LOC,Hjørungavåg,LOC,"[""Hjørungavåg""]"
Nairobi City Stars::ORG,Nairobi City Stars,ORG,"[""Nairobi City Stars""]"
Kenyan Premier League::ORG,Kenyan Premier League,ORG,"[""Kenyan Premier League"", ""Premier League""]"
World Hope Football Club::ORG,World Hope Football Club,ORG,"[""World Hope"", ""World Hope Football Club""]"
Kawangware FC::ORG,Kawangware FC,ORG,"[""Kawangware FC""]"
Nationwide League::ORG,Nationwide League,ORG,"[""Nationwide League""]"
World Hope International::ORG,World Hope International,ORG,"[""World Hope International""]"
Sport::ORG,Sport,ORG,"[""Sport""]"
AIS Kenya::ORG,AIS Kenya,ORG,"[""AIS Kenya""]"
Nairobi City Stars FC::ORG,Nairobi City Stars FC,ORG,"[""Nairobi City Stars FC""]"
Cleveland City Stars::ORG,Cleveland City Stars,ORG,"[""Cleveland City Stars""]"
Musa Otieno::PER,Musa Otieno,PER,"[""Musa Otieno""]"
Hope Centre::LOC,Hope Centre,LOC,"[""Hope Centre""]"
Kawangware::LOC,Kawangware,LOC,"[""Kawangware""]"
Nairobi City Stars::LOC,Nairobi City Stars,LOC,"[""Nairobi City Stars""]"
Oliver Page::PER,Oliver Page,PER,"[""Oliver Page""]"
June 2009::TIME,June 2009,TIME,"[""June 11, 2009"", ""June 2009""]"
Vapour FC::ORG,Vapour FC,ORG,"[""Vapour FC""]"
Vogue::MISC,Vogue,MISC,"[""Fashion Bible"", ""Vogue""]"
Conde Nast::ORG,Conde Nast,ORG,"[""Conde Nast""]"
British Vogue::MISC,British Vogue,MISC,"[""British Vogue""]"
autumn 1916::TIME,autumn 1916,TIME,"[""autumn 1916""]"
85%::NUM,85%,NUM,"[""85%""]"
American Vogue::MISC,American Vogue,MISC,"[""American Vogue""]"
"2,020::NUM","2,020",NUM,"[""2,020""]"
"£ 16,000::NUM","£ 16,000",NUM,"[""£ 16,000""]"
NSFB::ORG,NSFB,ORG,"[""NSFB"", ""National Socialist Freedom Movement"", ""National Socialist Freedom Party""]"
NSFP::ORG,NSFP,ORG,"[""NSFP""]"
Weimar Germany::LOC,Weimar Germany,LOC,"[""Weimar Germany""]"
April 1924::TIME,April 1924,TIME,"[""April 1924""]"
Beer Hall Putsch::MISC,Beer Hall Putsch,MISC,"[""Beer Hall Putsch""]"
Time of Struggle::MISC,Time of Struggle,MISC,"[""Time of Struggle""]"
Frontbann::ORG,Frontbann,ORG,"[""Frontbann""]"
SA::ORG,SA,ORG,"[""SA""]"
Eugene Davidson::PER,Eugene Davidson,PER,"[""Eugene Davidson""]"
Far Right::ORG,Far Right,ORG,"[""Far Right""]"
Reinhold Wulle::PER,Reinhold Wulle,PER,"[""Reinhold Wulle"", ""Wulle""]"
Catholics::ORG,Catholics,ORG,"[""Catholics"", ""Roman Catholics""]"
January 1925::TIME,January 1925,TIME,"[""January 1925""]"
Albrecht von Graefe::PER,Albrecht von Graefe,PER,"[""Albrecht von Graefe""]"
February 1925::TIME,February 1925,TIME,"[""February 1925""]"
27 February 1925::TIME,27 February 1925,TIME,"[""27 February 1925""]"
December 1924::TIME,December 1924,TIME,"[""December 1924""]"
switchblade::MISC,switchblade,MISC,"[""switchblade""]"
automatic knife::MISC,automatic knife,MISC,"[""automatic knife""]"
pushbutton knife::MISC,pushbutton knife,MISC,"[""pushbutton knife""]"
switch::MISC,switch,MISC,"[""switch""]"
Sprenger::MISC,Sprenger,MISC,"[""Sprenger"", ""Springer""]"
flick knife::MISC,flick knife,MISC,"[""flick knife""]"
flick blade::MISC,flick blade,MISC,"[""flick blade""]"
Democratic Rep.::MISC,Democratic Rep.,MISC,"[""Democratic Rep.""]"
James J. Delaney::PER,James J. Delaney,PER,"[""James J. Delaney""]"
Ashtray Heart::MISC,Ashtray Heart,MISC,"[""Ashtray Heart""]"
Placebo::ORG,Placebo,ORG,"[""Placebo""]"
Battle for the Sun::MISC,Battle for the Sun,MISC,"[""Battle for the Sun""]"
The Never - Ending Why::MISC,The Never - Ending Why,MISC,"[""The Never - Ending Why""]"
14 September 2009::TIME,14 September 2009,TIME,"[""14 September 2009""]"
Fuck U::MISC,Fuck U,MISC,"[""Fuck U""]"
Archive::ORG,Archive,ORG,"[""Archive""]"
Hardly Wait::MISC,Hardly Wait,MISC,"[""Hardly Wait""]"
PJ Harvey::ORG,PJ Harvey,ORG,"[""PJ Harvey""]"
Molko::PER,Molko,PER,"[""Molko""]"
Olsdal::PER,Olsdal,PER,"[""Olsdal""]"
Sammer::PER,Sammer,PER,"[""Matthias Sammer"", ""Sammer""]"
5 September 1967::TIME,5 September 1967,TIME,"[""5 September 1967""]"
Bayern Munich::ORG,Bayern Munich,ORG,"[""Bayern Munich""]"
Borussia Dortmund::ORG,Borussia Dortmund,ORG,"[""Borussia Dortmund""]"
Bundesliga::MISC,Bundesliga,MISC,"[""Bundesliga""]"
DFL - Supercup::MISC,DFL - Supercup,MISC,"[""DFL - Supercup""]"
European Footballer of the Year::MISC,European Footballer of the Year,MISC,"[""European Footballer of the Year""]"
UEFA Champions League::MISC,UEFA Champions League,MISC,"[""UEFA Champions League""]"
Intercontinental Cup::MISC,Intercontinental Cup,MISC,"[""Intercontinental Cup""]"
UEFA Euro 1996::MISC,UEFA Euro 1996,MISC,"[""UEFA Euro 1996""]"
Ballon d'Or::MISC,Ballon d'Or,MISC,"[""Ballon d'Or""]"
74::NUM,74,NUM,"[""74""]"
East Germany::ORG,East Germany,ORG,"[""East Germany""]"
Beijing Consensus::MISC,Beijing Consensus,MISC,"[""Beijing Consensus""]"
China Model::MISC,China Model,MISC,"[""China Model""]"
Chinese Economic Model::MISC,Chinese Economic Model,MISC,"[""Chinese Economic Model""]"
Deng Xiaoping::PER,Deng Xiaoping,PER,"[""Deng Xiaoping""]"
eightfold::NUM,eightfold,NUM,"[""eightfold""]"
Joshua Cooper Ramo::PER,Joshua Cooper Ramo,PER,"[""Joshua Cooper Ramo"", ""Ramo""]"
Washington Consensus::MISC,Washington Consensus,MISC,"[""Washington Consensus""]"
IMF::ORG,IMF,ORG,"[""IMF""]"
U.S. Treasury::ORG,U.S. Treasury,ORG,"[""U.S. Treasury""]"
Chinese Model of Development::MISC,Chinese Model of Development,MISC,"[""Chinese Model of Development""]"
Bur Dubai::LOC,Bur Dubai,LOC,"[""Bur Dubai"", ""Mainland Dubai"", ""بر دبي""]"
Dubai Creek::LOC,Dubai Creek,LOC,"[""Creek"", ""Dubai Creek""]"
Deira::LOC,Deira,LOC,"[""Deira""]"
Jumeirah::LOC,Jumeirah,LOC,"[""Jumeirah""]"
Ruler 's Court::LOC,Ruler 's Court,LOC,"[""Ruler 's Court""]"
Grand Mosque::LOC,Grand Mosque,LOC,"[""Grand Mosque""]"
Iranian Mosque::LOC,Iranian Mosque,LOC,"[""Iranian Mosque""]"
Teema & Fem::MISC,Teema & Fem,MISC,"[""Teema & Fem"", ""Yle Teema & Fem""]"
Yle::ORG,Yle,ORG,"[""Yle""]"
24 April 2017::TIME,24 April 2017,TIME,"[""24 April 2017""]"
Yle Teema::MISC,Yle Teema,MISC,"[""Yle Teema""]"
Yle Fem::MISC,Yle Fem,MISC,"[""Yle Fem""]"
Sami::MISC,Sami,MISC,"[""Sami""]"
Ođđasat::MISC,Ođđasat,MISC,"[""Ođđasat""]"
Sveriges Television::ORG,Sveriges Television,ORG,"[""Sveriges Television""]"
PNȚ::ORG,PNȚ,ORG,"[""National Peasants' Party"", ""PNȚ"", ""Partidul Național Țărănesc""]"
Romanian National Party::ORG,Romanian National Party,ORG,"[""Romanian National Party""]"
Peasants' Party::ORG,Peasants' Party,ORG,"[""Peasants' Party""]"
Iuliu Maniu::PER,Iuliu Maniu,PER,"[""Iuliu Maniu""]"
Corneliu Coposu::PER,Corneliu Coposu,PER,"[""Corneliu Coposu""]"
"270,000::NUM","270,000",NUM,"[""270,000""]"
Tămădău Affair::MISC,Tămădău Affair,MISC,"[""Tămădău Affair""]"
Ion Mihalache::PER,Ion Mihalache,PER,"[""Ion Mihalache""]"
Ion Rațiu::PER,Ion Rațiu,PER,"[""Ion Rațiu""]"
December 1989::TIME,December 1989,TIME,"[""December 1989""]"
Christian Democratic National Peasants' Party::ORG,Christian Democratic National Peasants' Party,ORG,"[""Christian Democratic National Peasants' Party"", ""PNȚCD"", ""PNȚcd""]"
Sue Ryder::ORG,Sue Ryder,ORG,"[""Sue Ryder"", ""Sue Ryder Care"", ""Sue Ryder Foundation""]"
Sue Ryder::PER,Sue Ryder,PER,"[""Sue Ryder""]"
Upper Woburn Place::LOC,Upper Woburn Place,LOC,"[""Upper Woburn Place""]"
April 2011::TIME,April 2011,TIME,"[""April 2011""]"
2011/12::TIME,2011/12,TIME,"[""2011/12""]"
£81.9 million::NUM,£81.9 million,NUM,"[""£81.9 million""]"
Andes to Amazon::MISC,Andes to Amazon,MISC,"[""Andes to Amazon""]"
BBC Natural History Unit::ORG,BBC Natural History Unit,ORG,"[""BBC Natural History Unit""]"
Animal Planet::ORG,Animal Planet,ORG,"[""Animal Planet""]"
BBC2::ORG,BBC2,ORG,"[""BBC2""]"
November 2000::TIME,November 2000,TIME,"[""November 2000""]"
Wild South America::MISC,Wild South America,MISC,"[""Wild South America""]"
50-minute::TIME,50-minute,TIME,"[""50-minute""]"
Bob Fulton::PER,Bob Fulton,PER,"[""Bob Fulton""]"
Fergal Keane::PER,Fergal Keane,PER,"[""Fergal Keane""]"
Karen Bass::PER,Karen Bass,PER,"[""Karen Bass""]"
Natural History Unit::ORG,Natural History Unit,ORG,"[""Natural History Unit""]"
Continents::MISC,Continents,MISC,"[""Continents""]"
Land of the Tiger::MISC,Land of the Tiger,MISC,"[""Land of the Tiger""]"
Congo::MISC,Congo,MISC,"[""Congo""]"
The Evening Post::MISC,The Evening Post,MISC,"[""The Evening Post""]"
Henry Blundell::PER,Henry Blundell,PER,"[""Henry Blundell""]"
Havelock::LOC,Havelock,LOC,"[""Havelock""]"
David Curle::PER,David Curle,PER,"[""David Curle""]"
Blundell Bros Limited::ORG,Blundell Bros Limited,ORG,"[""Blundell Bros Limited""]"
Evening Post::ORG,Evening Post,ORG,"[""Evening Post""]"
The Dominion::MISC,The Dominion,MISC,"[""The Dominion""]"
Wellington Publishing Company Limited::ORG,Wellington Publishing Company Limited,ORG,"[""Wellington Publishing Company Limited""]"
Independent Newspapers Limited::ORG,Independent Newspapers Limited,ORG,"[""Independent Newspapers Limited""]"
Rupert Murdoch::LOC,Rupert Murdoch,LOC,"[""Rupert Murdoch""]"
Divinyls::ORG,Divinyls,ORG,"[""Divinyls""]"
Amphlett::PER,Amphlett,PER,"[""Amphlett"", ""Chrissy Amphlett""]"
McEntee::PER,McEntee,PER,"[""Mark McEntee"", ""McEntee""]"
May 2001::TIME,May 2001,TIME,"[""May 2001""]"
Australasian Performing Right Association::ORG,Australasian Performing Right Association,ORG,"[""APRA"", ""Australasian Performing Right Association""]"
Science Fiction::MISC,Science Fiction,MISC,"[""Science Fiction""]"
Australian Recording Industry Association::ORG,Australian Recording Industry Association,ORG,"[""ARIA"", ""Australian Recording Industry Association""]"
To Be or Not to Be::MISC,To Be or Not to Be,MISC,"[""To Be or Not to Be""]"
The Hitler Rap::MISC,The Hitler Rap,MISC,"[""The Hitler Rap""]"
Mel Brooks::PER,Mel Brooks,PER,"[""Brooks"", ""Mel Brooks""]"
The Producers::MISC,The Producers,MISC,"[""The Producers""]"
Come and join the Nazi Party::MISC,Come and join the Nazi Party,MISC,"[""Come and join the Nazi Party""]"
Springtime for Hitler::MISC,Springtime for Hitler,MISC,"[""Springtime for Hitler""]"
Third Reich::LOC,Third Reich,LOC,"[""Third Reich""]"
Aussois::LOC,Aussois,LOC,"[""Aussois""]"
Vanoise::LOC,Vanoise,LOC,"[""Vanoise""]"
Savoie::LOC,Savoie,LOC,"[""Savoie""]"
Auvergne-Rhône-Alpes::LOC,Auvergne-Rhône-Alpes,LOC,"[""Auvergne-Rhône-Alpes""]"
Vanoise National Park::LOC,Vanoise National Park,LOC,"[""Vanoise National Park""]"
Val Thorens::LOC,Val Thorens,LOC,"[""Val Thorens""]"
Modane::LOC,Modane,LOC,"[""Modane""]"
Maurienne::LOC,Maurienne,LOC,"[""Maurienne""]"
Lyon::LOC,Lyon,LOC,"[""Lyon""]"
Chambéry::LOC,Chambéry,LOC,"[""Chambéry""]"
Turin::LOC,Turin,LOC,"[""Turin""]"
Fréjus Road Tunnel::LOC,Fréjus Road Tunnel,LOC,"[""Fréjus Road Tunnel""]"
Bardonecchia::LOC,Bardonecchia,LOC,"[""Bardonecchia""]"
Gare de Modane::LOC,Gare de Modane,LOC,"[""Gare de Modane""]"
Ralph Thomas::PER,Ralph Thomas,PER,"[""Ralph Thomas""]"
Betty Box::PER,Betty Box,PER,"[""Betty Box""]"
Nicholas Phipps::PER,Nicholas Phipps,PER,"[""Nicholas Phipps""]"
Richard Gordon::PER,Richard Gordon,PER,"[""Gordon"", ""Richard Gordon""]"
Ronald Wilkinson::PER,Ronald Wilkinson,PER,"[""Ronald Wilkinson""]"
Dirk Bogarde::PER,Dirk Bogarde,PER,"[""Dirk Bogarde""]"
Kenneth More::PER,Kenneth More,PER,"[""Kenneth More""]"
Donald Sinden::PER,Donald Sinden,PER,"[""Donald Sinden""]"
Donald Houston::PER,Donald Houston,PER,"[""Donald Houston""]"
James Robertson Justice::PER,James Robertson Justice,PER,"[""James Robertson Justice""]"
Lancelot Spratt::PER,Lancelot Spratt,PER,"[""Lancelot Spratt""]"
Sanford::LOC,Sanford,LOC,"[""Sanford""]"
York County::LOC,York County,LOC,"[""York County""]"
"20,798::NUM","20,798",NUM,"[""20,798""]"
Mousam River::LOC,Mousam River,LOC,"[""Mousam River""]"
Springvale::LOC,Springvale,LOC,"[""Springvale""]"
South Portland::LOC,South Portland,LOC,"[""South Portland""]"
Biddeford::LOC,Biddeford,LOC,"[""Biddeford""]"
"November 6, 2012::TIME","November 6, 2012",TIME,"[""November 6, 2012""]"
"January 1, 2013::TIME","January 1, 2013",TIME,"[""January 1, 2013"", ""January 8, 2013"", ""November 5, 2013""]"
Maura A. Herlihy::PER,Maura A. Herlihy,PER,"[""Maura A. Herlihy""]"
Thomas Cote::PER,Thomas Cote,PER,"[""Thomas Cote""]"
L.A. Woman::MISC,L.A. Woman,MISC,"[""L.A. Woman""]"
Doors::ORG,Doors,ORG,"[""Doors""]"
"April 19 , 1971::TIME","April 19 , 1971",TIME,"[""April 19 , 1971""]"
Elektra Records::ORG,Elektra Records,ORG,"[""Elektra Records""]"
Jim Morrison::PER,Jim Morrison,PER,"[""Jim Morrison""]"
Morrison Hotel::MISC,Morrison Hotel,MISC,"[""Morrison Hotel""]"
Paul A. Rothchild::PER,Paul A. Rothchild,PER,"[""Paul A. Rothchild""]"
Bruce Botnick::PER,Bruce Botnick,PER,"[""Bruce Botnick""]"
Love Her Madly::MISC,Love Her Madly,MISC,"[""Love Her Madly""]"
March 1971::TIME,March 1971,TIME,"[""March 1971""]"
UK Albums Charts::MISC,UK Albums Charts,MISC,"[""UK Albums Charts""]"
Riders on the Storm::MISC,Riders on the Storm,MISC,"[""Riders on the Storm""]"
Richie Unterberger::PER,Richie Unterberger,PER,"[""Richie Unterberger""]"
David Quantick::PER,David Quantick,PER,"[""David Quantick""]"
Morrison::PER,Morrison,PER,"[""Morrison""]"
Salaria::PER,Salaria,PER,"[""Gurbachan Singh Salaria"", ""Salaria"", ""Singh""]"
PVC::MISC,PVC,MISC,"[""PVC"", ""Param Vir Chakra""]"
29 November 1935::TIME,29 November 1935,TIME,"[""29 November 1935""]"
5 December 1961::TIME,5 December 1961,TIME,"[""5 December 1961""]"
Indian Army::ORG,Indian Army,ORG,"[""Indian Army""]"
King George 's Royal Military College::ORG,King George 's Royal Military College,ORG,"[""King George 's Royal Military College""]"
National Defence Academy::ORG,National Defence Academy,ORG,"[""NDA"", ""National Defence Academy""]"
December 1961::TIME,December 1961,TIME,"[""December 1961""]"
United Nations Operation::MISC,United Nations Operation,MISC,"[""United Nations Operation""]"
Elizabethville Airport::LOC,Elizabethville Airport,LOC,"[""Congo"", ""Elizabethville Airport""]"
5 December::TIME,5 December,TIME,"[""5 December""]"
Katangese::LOC,Katangese,LOC,"[""Katanga"", ""Katangese""]"
Mendham Township Public Schools::ORG,Mendham Township Public Schools,ORG,"[""Mendham Township Public Schools""]"
Mendham Township::LOC,Mendham Township,LOC,"[""Mendham Township""]"
Morris County::LOC,Morris County,LOC,"[""Morris County""]"
"1,121::NUM","1,121",NUM,"[""1,121""]"
71.8::NUM,71.8,NUM,"[""71.8""]"
15.6:1::NUM,15.6:1,NUM,"[""15.6:1""]"
West Morris Mendham High School::ORG,West Morris Mendham High School,ORG,"[""West Morris Mendham High School""]"
Mendham Borough::LOC,Mendham Borough,LOC,"[""Mendham Borough""]"
Chester Borough::LOC,Chester Borough,LOC,"[""Chester Borough""]"
Chester Township::LOC,Chester Township,LOC,"[""Chester Township""]"
West Morris Regional High School District::LOC,West Morris Regional High School District,LOC,"[""West Morris Regional High School District""]"
Washington Township::LOC,Washington Township,LOC,"[""Washington Township""]"
"1,386::NUM","1,386",NUM,"[""1,386""]"
105.5::NUM,105.5,NUM,"[""105.5""]"
13.1:1::NUM,13.1:1,NUM,"[""13.1:1""]"
Sumerian::ORG,Sumerian,ORG,"[""Sumerian""]"
Ninlil::PER,Ninlil,PER,"[""Mulliltu"", ""Ninlil"", ""Sud""]"
Lady of the Wind::MISC,Lady of the Wind,MISC,"[""Lady of the Wind""]"
Assyrian::ORG,Assyrian,ORG,"[""Assyrian""]"
Enlil::PER,Enlil,PER,"[""Enlil""]"
Haia::PER,Haia,PER,"[""Haia""]"
Ninshebargunnu::PER,Ninshebargunnu,PER,"[""Ninshebargunnu"", ""Nisaba"", ""Nunbarsegunu""]"
Akkadian::ORG,Akkadian,ORG,"[""Akkadian""]"
Anu::PER,Anu,PER,"[""Anu""]"
Sumerian Ki::PER,Sumerian Ki,PER,"[""Antu"", ""Sumerian Ki""]"
Nammu::PER,Nammu,PER,"[""Nammu""]"
Dilmun::LOC,Dilmun,LOC,"[""Dilmun""]"
Nanna::PER,Nanna,PER,"[""Nanna"", ""Suen""]"
Ereshkigal::PER,Ereshkigal,PER,"[""Ereshkigal""]"
Nergal::PER,Nergal,PER,"[""Nergal""]"
Ninazu::PER,Ninazu,PER,"[""Ninazu""]"
Enbilulu::PER,Enbilulu,PER,"[""Enbilulu""]"
Ninurta::PER,Ninurta,PER,"[""Ninurta""]"
Asag::PER,Asag,PER,"[""Asag""]"
Sharur::PER,Sharur,PER,"[""Sharur""]"
Adapa::LOC,Adapa,LOC,"[""Adapa""]"
Lady Wind::MISC,Lady Wind,MISC,"[""Lady Wind""]"
Lil - itu::PER,Lil - itu,PER,"[""Lil - itu""]"
Hebrew Lilith::PER,Hebrew Lilith,PER,"[""Hebrew Lilith""]"
Alexander I::PER,Alexander I,PER,"[""Alexander I"", ""Alexander I Aldea""]"
1397::TIME,1397,TIME,"[""1397""]"
1436::TIME,1436,TIME,"[""1436""]"
Voivode::ORG,Voivode,ORG,"[""Voivode""]"
Wallachia::LOC,Wallachia,LOC,"[""Wallachia""]"
1431–1436::TIME,1431–1436,TIME,"[""1431–1436""]"
Basarab::LOC,Basarab,LOC,"[""Basarab""]"
Mircea the Elder::PER,Mircea the Elder,PER,"[""Mircea the Elder""]"
Dan II::PER,Dan II,PER,"[""Dan II""]"
Basarab II::PER,Basarab II,PER,"[""Basarab II""]"
Radu II::PER,Radu II,PER,"[""Radu II""]"
the 1420s::TIME,the 1420s,TIME,"[""the 1420s""]"
Vlad II Dracul::PER,Vlad II Dracul,PER,"[""Vlad II Dracul""]"
1447::TIME,1447,TIME,"[""1447""]"
Vlad Tepes::PER,Vlad Tepes,PER,"[""Vlad Tepes""]"
Bram Stoker::PER,Bram Stoker,PER,"[""Bram Stoker""]"
Dracula::MISC,Dracula,MISC,"[""Dracula""]"
Gautham K Sharma::PER,Gautham K Sharma,PER,"[""Gautham"", ""Gautham K Sharma""]"
Campion School::ORG,Campion School,ORG,"[""Campion School""]"
Jai Hind College::ORG,Jai Hind College,ORG,"[""Jai Hind College""]"
All India Talent Hunt::MISC,All India Talent Hunt,MISC,"[""All India Talent Hunt""]"
Stardust Academy::ORG,Stardust Academy,ORG,"[""Stardust"", ""Stardust Academy""]"
Nari Hira::PER,Nari Hira,PER,"[""Nari Hira""]"
Magna Publications::ORG,Magna Publications,ORG,"[""Magna Publications""]"
Namit Kishore Kapoor::PER,Namit Kishore Kapoor,PER,"[""Namit Kishore Kapoor""]"
Shakur::PER,Shakur,PER,"[""Shakur""]"
Ustad Akhtar Ali Khan::PER,Ustad Akhtar Ali Khan,PER,"[""Ustad Akhtar Ali Khan""]"
Tez::PER,Tez,PER,"[""Tez""]"
Ankush Bhatt::PER,Ankush Bhatt,PER,"[""Ankush Bhatt""]"
Bhindi Baazaar Inc.::ORG,Bhindi Baazaar Inc.,ORG,"[""Bhindi Baazaar Inc.""]"
Kay Kay Menon::PER,Kay Kay Menon,PER,"[""Kay Kay Menon""]"
Pavan Malhotra::PER,Pavan Malhotra,PER,"[""Pavan Malhotra""]"
Prashant Narayanan::PER,Prashant Narayanan,PER,"[""Prashant Narayanan""]"
Deepti Naval::PER,Deepti Naval,PER,"[""Deepti Naval""]"
Colgate::ORG,Colgate,ORG,"[""Colgate""]"
Reynolds::ORG,Reynolds,ORG,"[""Reynolds""]"
Asian Paints::ORG,Asian Paints,ORG,"[""Asian Paints""]"
Bristol Cigarettes::ORG,Bristol Cigarettes,ORG,"[""Bristol Cigarettes""]"
Loudoun County Commuter Bus::MISC,Loudoun County Commuter Bus,MISC,"[""LC"", ""LC Transit"", ""Loudoun County Commuter Bus"", ""Loudoun County Transit""]"
Loudoun County::LOC,Loudoun County,LOC,"[""Loudoun County""]"
Dulles::LOC,Dulles,LOC,"[""Dulles""]"
Leesburg::LOC,Leesburg,LOC,"[""Leesburg""]"
Purcellville::LOC,Purcellville,LOC,"[""Purcellville""]"
Rosslyn::LOC,Rosslyn,LOC,"[""Rosslyn""]"
The Pentagon::LOC,The Pentagon,LOC,"[""The Pentagon""]"
"Washington , D.C::LOC","Washington , D.C",LOC,"[""Washington , D.C""]"
Dulles Toll Road::LOC,Dulles Toll Road,LOC,"[""Dulles Toll Road""]"
SmarTrip::MISC,SmarTrip,MISC,"[""SmarTrip""]"
Washington Metropolitan Area Transit Authority::ORG,Washington Metropolitan Area Transit Authority,ORG,"[""Washington Metropolitan Area Transit Authority""]"
Sterling::LOC,Sterling,LOC,"[""Sterling""]"
Ashburn::LOC,Ashburn,LOC,"[""Ashburn""]"
Silver Line::LOC,Silver Line,LOC,"[""Silver Line""]"
Dulles Airport::LOC,Dulles Airport,LOC,"[""Dulles Airport""]"
Park and Ride::LOC,Park and Ride,LOC,"[""Park and Ride""]"
Wiehle - Reston East Metro::LOC,Wiehle - Reston East Metro,LOC,"[""Wiehle - Reston East Metro""]"
West Falls Church Station::LOC,West Falls Church Station,LOC,"[""West Falls Church Station""]"
Metro Connection::MISC,Metro Connection,MISC,"[""Metro Connection""]"
VRT::MISC,VRT,MISC,"[""VRT"", ""Virginia Regional Transit""]"
Purcellville Connector::MISC,Purcellville Connector,MISC,"[""Purcellville Connector""]"
Stade Pierre de Coubertin::LOC,Stade Pierre de Coubertin,LOC,"[""Stade Pierre de Coubertin""]"
Pierre de Coubertin Stadium::LOC,Pierre de Coubertin Stadium,LOC,"[""Pierre de Coubertin Stadium""]"
Paris - Levallois Basket basketball team::ORG,Paris - Levallois Basket basketball team,ORG,"[""Paris - Levallois Basket basketball team""]"
Open Gaz de France::MISC,Open Gaz de France,MISC,"[""Open Gaz de France""]"
Universal Exposition::MISC,Universal Exposition,MISC,"[""Universal Exposition""]"
"4,836::NUM","4,836",NUM,"[""4,836""]"
Paris BR::MISC,Paris BR,MISC,"[""Paris BR""]"
Grand Prix::MISC,Grand Prix,MISC,"[""Grand Prix""]"
Challenge International de Paris::MISC,Challenge International de Paris,MISC,"[""Challenge International de Paris""]"
Challenge Monal::MISC,Challenge Monal,MISC,"[""Challenge Monal""]"
WVBT::ORG,WVBT,ORG,"[""WVBT""]"
Hampton Roads::LOC,Hampton Roads,LOC,"[""Hampton Roads""]"
Norfolk::LOC,Norfolk,LOC,"[""Norfolk""]"
Portsmouth::LOC,Portsmouth,LOC,"[""Portsmouth""]"
Newport News::LOC,Newport News,LOC,"[""Newport News""]"
Hampton::LOC,Hampton,LOC,"[""Hampton""]"
Outer Banks::LOC,Outer Banks,LOC,"[""Outer Banks""]"
Nexstar Media Group::ORG,Nexstar Media Group,ORG,"[""Nexstar Media Group""]"
WAVY-TV::ORG,WAVY-TV,ORG,"[""WAVY-TV""]"
Wavy Street::LOC,Wavy Street,LOC,"[""Wavy Street""]"
Driver::LOC,Driver,LOC,"[""Driver""]"
WPMC - CD::ORG,WPMC - CD,ORG,"[""WPMC - CD""]"
Mappsville::LOC,Mappsville,LOC,"[""Mappsville""]"
WNLO - CD::ORG,WNLO - CD,ORG,"[""WNLO - CD""]"
Prem Bandhan::MISC,Prem Bandhan,MISC,"[""Prem Bandhan""]"
bond of love::MISC,bond of love,MISC,"[""bond of love""]"
Ramanand Sagar::PER,Ramanand Sagar,PER,"[""Ramanand Sagar""]"
Rajesh Khanna::PER,Rajesh Khanna,PER,"[""Rajesh Khanna""]"
Rekha::PER,Rekha,PER,"[""Rekha""]"
Moushumi Chatterjee::PER,Moushumi Chatterjee,PER,"[""Moushumi Chatterjee""]"
A. K. Hangal::PER,A. K. Hangal,PER,"[""A. K. Hangal""]"
Prema Narayan::PER,Prema Narayan,PER,"[""Prema Narayan""]"
Bhagwan::PER,Bhagwan,PER,"[""Bhagwan""]"
Keshto Mukherjee::PER,Keshto Mukherjee,PER,"[""Keshto Mukherjee""]"
Lalita Pawar::PER,Lalita Pawar,PER,"[""Lalita Pawar""]"
Laxmikant Pyarelal::PER,Laxmikant Pyarelal,PER,"[""Laxmikant Pyarelal""]"
Amar Deep::MISC,Amar Deep,MISC,"[""Amar Deep""]"
one full year::TIME,one full year,TIME,"[""one full year""]"
Bhola Bhala::MISC,Bhola Bhala,MISC,"[""Bhola Bhala""]"
The Indian::MISC,The Indian,MISC,"[""The Indian""]"
Rest Inside the Flames::MISC,Rest Inside the Flames,MISC,"[""Rest Inside the Flames""]"
36 Crazyfists::ORG,36 Crazyfists,ORG,"[""36 Crazyfists""]"
"June 10, 2006::TIME","June 10, 2006",TIME,"[""June 10, 2006""]"
"June 12, 2006::TIME","June 12, 2006",TIME,"[""June 12, 2006""]"
November 7::TIME,November 7,TIME,"[""November 7""]"
DRT Entertainment::ORG,DRT Entertainment,ORG,"[""DRT Entertainment""]"
June 12::TIME,June 12,TIME,"[""June 12""]"
P2P::MISC,P2P,MISC,"[""P2P""]"
